Provider_id	Region_id	Description	Measure_id	Denominator	Numerator			
9EEEA444-D752-4EBC-B770-FEB5E708D48A	2	Freese ARNP, Wanda	BD709062-B9D6-406F-BCED-FD892B81ED6E	0	0			
9EEEA444-D752-4EBC-B770-FEB5E708D48A	2	Freese ARNP, Wanda	Chlamydia Screening	0	0			
EA371331-1453-4EB5-B283-898321D75F18	2	Ganesan MD, Chitra	CAD Antiplatelet	0	0			
EA371331-1453-4EB5-B283-898321D75F18	2	Ganesan MD, Chitra	CAD Lipid Lowering Drugs	0	0			
EA371331-1453-4EB5-B283-898321D75F18	2	Ganesan MD, Chitra	Lipid Testing	21	12			
EA371331-1453-4EB5-B283-898321D75F18	2	Ganesan MD, Chitra	Pneumonia Vaccination	0	0			
EA371331-1453-4EB5-B283-898321D75F18	2	Ganesan MD, Chitra	Influenza	136	5			
EA371331-1453-4EB5-B283-898321D75F18	2	Ganesan MD, Chitra	Depression	0	0			
EA371331-1453-4EB5-B283-898321D75F18	2	Ganesan MD, Chitra	92877B4E-A96E-45A4-8734-53D5A6100069	0	0			
EA371331-1453-4EB5-B283-898321D75F18	2	Ganesan MD, Chitra	B28AF571-9833-474D-8F35-5BC557C89BEE	0	0			
EA371331-1453-4EB5-B283-898321D75F18	2	Ganesan MD, Chitra	Lipid LT 100	0	0			
EA371331-1453-4EB5-B283-898321D75F18	2	Ganesan MD, Chitra	FD13C439-E2CC-4D4E-B5B2-67E8A976BB95	0	0			
EA371331-1453-4EB5-B283-898321D75F18	2	Ganesan MD, Chitra	9B6F3897-53F0-40EE-BFBC-6DD4162618F8	0	0			
EA371331-1453-4EB5-B283-898321D75F18	2	Ganesan MD, Chitra	086B0985-E4AD-43C1-9C22-88CFBE261E3F	0	0			
EA371331-1453-4EB5-B283-898321D75F18	2	Ganesan MD, Chitra	61173E6E-083D-4F59-8097-921C8AD4A8F0	0	0			
EA371331-1453-4EB5-B283-898321D75F18	2	Ganesan MD, Chitra	D03562F7-FF8A-405C-BCA9-94DEC092F33E	0	0			
EA371331-1453-4EB5-B283-898321D75F18	2	Ganesan MD, Chitra	849E7DDB-8DDB-4175-982D-974EFAFB808F	13	0			
EA371331-1453-4EB5-B283-898321D75F18	2	Ganesan MD, Chitra	IVD Antithrombotic Neuro	0	0			
EA371331-1453-4EB5-B283-898321D75F18	2	Ganesan MD, Chitra	DDF1489B-C3F6-46C3-A403-B5F7D0C9E379	0	0			
EA371331-1453-4EB5-B283-898321D75F18	2	Ganesan MD, Chitra	ED87A3EC-8929-4397-B1AB-B6E3460F63E7	0	0			
EA371331-1453-4EB5-B283-898321D75F18	2	Ganesan MD, Chitra	6F3C49DB-F20A-40AE-846E-B79DE7343243	0	0			
EA371331-1453-4EB5-B283-898321D75F18	2	Ganesan MD, Chitra	D06F1D7A-1E8A-4DAD-8ED0-B95ACFB2F2D4	0	0			
EA371331-1453-4EB5-B283-898321D75F18	2	Ganesan MD, Chitra	11E825E0-F8A8-4BEB-8C9A-BD8F4EB33814	0	0			
EA371331-1453-4EB5-B283-898321D75F18	2	Ganesan MD, Chitra	LDL Control	0	0			
EA371331-1453-4EB5-B283-898321D75F18	2	Ganesan MD, Chitra	5A58F529-B673-4BC7-B686-CB9B3B755778	0	0			
EA371331-1453-4EB5-B283-898321D75F18	2	Ganesan MD, Chitra	BD246D76-724D-4CB8-BC0A-D2AD73EB2801	0	0			
EA371331-1453-4EB5-B283-898321D75F18	2	Ganesan MD, Chitra	HIV/AIDS	0	0			
EA371331-1453-4EB5-B283-898321D75F18	2	Ganesan MD, Chitra	F1670A16-6D8A-4B33-9EC7-E62382F5031B	0	0			
EA371331-1453-4EB5-B283-898321D75F18	2	Ganesan MD, Chitra	2F3C6ED6-D3DB-498F-B881-ED9A3A66E476	0	0			
EA371331-1453-4EB5-B283-898321D75F18	2	Ganesan MD, Chitra	BD709062-B9D6-406F-BCED-FD892B81ED6E	0	0			
EA371331-1453-4EB5-B283-898321D75F18	2	Ganesan MD, Chitra	Chlamydia Screening	0	0			
6F7D45EA-87FF-4F8F-8BBA-1DA0BF68DCEB	2	GarciaOtano MD, Angel M	CAD Antiplatelet	22	17			
6F7D45EA-87FF-4F8F-8BBA-1DA0BF68DCEB	2	GarciaOtano MD, Angel M	CAD Lipid Lowering Drugs	3	0			
6F7D45EA-87FF-4F8F-8BBA-1DA0BF68DCEB	2	GarciaOtano MD, Angel M	Lipid Testing	56	41			
6F7D45EA-87FF-4F8F-8BBA-1DA0BF68DCEB	2	GarciaOtano MD, Angel M	Pneumonia Vaccination	128	69			
6F7D45EA-87FF-4F8F-8BBA-1DA0BF68DCEB	2	GarciaOtano MD, Angel M	Influenza	653	172			
6F7D45EA-87FF-4F8F-8BBA-1DA0BF68DCEB	2	GarciaOtano MD, Angel M	Depression	806	567			
6F7D45EA-87FF-4F8F-8BBA-1DA0BF68DCEB	2	GarciaOtano MD, Angel M	92877B4E-A96E-45A4-8734-53D5A6100069	0	0			
6F7D45EA-87FF-4F8F-8BBA-1DA0BF68DCEB	2	GarciaOtano MD, Angel M	B28AF571-9833-474D-8F35-5BC557C89BEE	15	13			
6F7D45EA-87FF-4F8F-8BBA-1DA0BF68DCEB	2	GarciaOtano MD, Angel M	Lipid LT 100	0	0			
6F7D45EA-87FF-4F8F-8BBA-1DA0BF68DCEB	2	GarciaOtano MD, Angel M	FD13C439-E2CC-4D4E-B5B2-67E8A976BB95	69	69			
6F7D45EA-87FF-4F8F-8BBA-1DA0BF68DCEB	2	GarciaOtano MD, Angel M	9B6F3897-53F0-40EE-BFBC-6DD4162618F8	787	338			
6F7D45EA-87FF-4F8F-8BBA-1DA0BF68DCEB	2	GarciaOtano MD, Angel M	086B0985-E4AD-43C1-9C22-88CFBE261E3F	83	6			
6F7D45EA-87FF-4F8F-8BBA-1DA0BF68DCEB	2	GarciaOtano MD, Angel M	61173E6E-083D-4F59-8097-921C8AD4A8F0	214	214			
6F7D45EA-87FF-4F8F-8BBA-1DA0BF68DCEB	2	GarciaOtano MD, Angel M	D03562F7-FF8A-405C-BCA9-94DEC092F33E	83	75			
6F7D45EA-87FF-4F8F-8BBA-1DA0BF68DCEB	2	GarciaOtano MD, Angel M	849E7DDB-8DDB-4175-982D-974EFAFB808F	52	8			
6F7D45EA-87FF-4F8F-8BBA-1DA0BF68DCEB	2	GarciaOtano MD, Angel M	IVD Antithrombotic Neuro	10	9			
6F7D45EA-87FF-4F8F-8BBA-1DA0BF68DCEB	2	GarciaOtano MD, Angel M	DDF1489B-C3F6-46C3-A403-B5F7D0C9E379	83	46			
6F7D45EA-87FF-4F8F-8BBA-1DA0BF68DCEB	2	GarciaOtano MD, Angel M	ED87A3EC-8929-4397-B1AB-B6E3460F63E7	278	0			
6F7D45EA-87FF-4F8F-8BBA-1DA0BF68DCEB	2	GarciaOtano MD, Angel M	6F3C49DB-F20A-40AE-846E-B79DE7343243	0	0			
6F7D45EA-87FF-4F8F-8BBA-1DA0BF68DCEB	2	GarciaOtano MD, Angel M	D06F1D7A-1E8A-4DAD-8ED0-B95ACFB2F2D4	69	56			
6F7D45EA-87FF-4F8F-8BBA-1DA0BF68DCEB	2	GarciaOtano MD, Angel M	11E825E0-F8A8-4BEB-8C9A-BD8F4EB33814	0	0			
6F7D45EA-87FF-4F8F-8BBA-1DA0BF68DCEB	2	GarciaOtano MD, Angel M	LDL Control	16	10			
6F7D45EA-87FF-4F8F-8BBA-1DA0BF68DCEB	2	GarciaOtano MD, Angel M	5A58F529-B673-4BC7-B686-CB9B3B755778	118	68			
6F7D45EA-87FF-4F8F-8BBA-1DA0BF68DCEB	2	GarciaOtano MD, Angel M	BD246D76-724D-4CB8-BC0A-D2AD73EB2801	310	88			
6F7D45EA-87FF-4F8F-8BBA-1DA0BF68DCEB	2	GarciaOtano MD, Angel M	HIV/AIDS	1	0			
6F7D45EA-87FF-4F8F-8BBA-1DA0BF68DCEB	2	GarciaOtano MD, Angel M	F1670A16-6D8A-4B33-9EC7-E62382F5031B	9	8			
6F7D45EA-87FF-4F8F-8BBA-1DA0BF68DCEB	2	GarciaOtano MD, Angel M	2F3C6ED6-D3DB-498F-B881-ED9A3A66E476	92	3			
6F7D45EA-87FF-4F8F-8BBA-1DA0BF68DCEB	2	GarciaOtano MD, Angel M	BD709062-B9D6-406F-BCED-FD892B81ED6E	46	30			
6F7D45EA-87FF-4F8F-8BBA-1DA0BF68DCEB	2	GarciaOtano MD, Angel M	Chlamydia Screening	1	1			
0A7EC20A-7A18-4072-9A3B-09C676052FE2	2	Garrett NP , Michael	CAD Antiplatelet	0	0			
0A7EC20A-7A18-4072-9A3B-09C676052FE2	2	Garrett NP , Michael	CAD Lipid Lowering Drugs	0	0			
0A7EC20A-7A18-4072-9A3B-09C676052FE2	2	Garrett NP , Michael	Lipid Testing	45	13			
0A7EC20A-7A18-4072-9A3B-09C676052FE2	2	Garrett NP , Michael	Pneumonia Vaccination	0	0			
0A7EC20A-7A18-4072-9A3B-09C676052FE2	2	Garrett NP , Michael	Influenza	158	5			
0A7EC20A-7A18-4072-9A3B-09C676052FE2	2	Garrett NP , Michael	Depression	1	0			
0A7EC20A-7A18-4072-9A3B-09C676052FE2	2	Garrett NP , Michael	92877B4E-A96E-45A4-8734-53D5A6100069	0	0			
0A7EC20A-7A18-4072-9A3B-09C676052FE2	2	Garrett NP , Michael	B28AF571-9833-474D-8F35-5BC557C89BEE	0	0			
0A7EC20A-7A18-4072-9A3B-09C676052FE2	2	Garrett NP , Michael	Lipid LT 100	0	0			
0A7EC20A-7A18-4072-9A3B-09C676052FE2	2	Garrett NP , Michael	FD13C439-E2CC-4D4E-B5B2-67E8A976BB95	0	0			
0A7EC20A-7A18-4072-9A3B-09C676052FE2	2	Garrett NP , Michael	9B6F3897-53F0-40EE-BFBC-6DD4162618F8	1	0			
0A7EC20A-7A18-4072-9A3B-09C676052FE2	2	Garrett NP , Michael	086B0985-E4AD-43C1-9C22-88CFBE261E3F	0	0			
0A7EC20A-7A18-4072-9A3B-09C676052FE2	2	Garrett NP , Michael	61173E6E-083D-4F59-8097-921C8AD4A8F0	0	0			
0A7EC20A-7A18-4072-9A3B-09C676052FE2	2	Garrett NP , Michael	D03562F7-FF8A-405C-BCA9-94DEC092F33E	0	0			
0A7EC20A-7A18-4072-9A3B-09C676052FE2	2	Garrett NP , Michael	849E7DDB-8DDB-4175-982D-974EFAFB808F	3	0			
0A7EC20A-7A18-4072-9A3B-09C676052FE2	2	Garrett NP , Michael	IVD Antithrombotic Neuro	0	0			
0A7EC20A-7A18-4072-9A3B-09C676052FE2	2	Garrett NP , Michael	DDF1489B-C3F6-46C3-A403-B5F7D0C9E379	0	0			
0A7EC20A-7A18-4072-9A3B-09C676052FE2	2	Garrett NP , Michael	ED87A3EC-8929-4397-B1AB-B6E3460F63E7	0	0			
0A7EC20A-7A18-4072-9A3B-09C676052FE2	2	Garrett NP , Michael	6F3C49DB-F20A-40AE-846E-B79DE7343243	0	0			
0A7EC20A-7A18-4072-9A3B-09C676052FE2	2	Garrett NP , Michael	D06F1D7A-1E8A-4DAD-8ED0-B95ACFB2F2D4	0	0			
0A7EC20A-7A18-4072-9A3B-09C676052FE2	2	Garrett NP , Michael	11E825E0-F8A8-4BEB-8C9A-BD8F4EB33814	0	0			
0A7EC20A-7A18-4072-9A3B-09C676052FE2	2	Garrett NP , Michael	LDL Control	0	0			
0A7EC20A-7A18-4072-9A3B-09C676052FE2	2	Garrett NP , Michael	5A58F529-B673-4BC7-B686-CB9B3B755778	0	0			
0A7EC20A-7A18-4072-9A3B-09C676052FE2	2	Garrett NP , Michael	BD246D76-724D-4CB8-BC0A-D2AD73EB2801	0	0			
0A7EC20A-7A18-4072-9A3B-09C676052FE2	2	Garrett NP , Michael	HIV/AIDS	0	0			
0A7EC20A-7A18-4072-9A3B-09C676052FE2	2	Garrett NP , Michael	F1670A16-6D8A-4B33-9EC7-E62382F5031B	0	0			
0A7EC20A-7A18-4072-9A3B-09C676052FE2	2	Garrett NP , Michael	2F3C6ED6-D3DB-498F-B881-ED9A3A66E476	0	0			
0A7EC20A-7A18-4072-9A3B-09C676052FE2	2	Garrett NP , Michael	BD709062-B9D6-406F-BCED-FD892B81ED6E	0	0			
0A7EC20A-7A18-4072-9A3B-09C676052FE2	2	Garrett NP , Michael	Chlamydia Screening	0	0			
FBE79B12-0E65-4941-B485-46FB5A5785BE	2	Georgia LMSW, Debra T	CAD Antiplatelet	0	0			
FBE79B12-0E65-4941-B485-46FB5A5785BE	2	Georgia LMSW, Debra T	CAD Lipid Lowering Drugs	0	0			
FBE79B12-0E65-4941-B485-46FB5A5785BE	2	Georgia LMSW, Debra T	Lipid Testing	0	0			
FBE79B12-0E65-4941-B485-46FB5A5785BE	2	Georgia LMSW, Debra T	Pneumonia Vaccination	0	0			
FBE79B12-0E65-4941-B485-46FB5A5785BE	2	Georgia LMSW, Debra T	Influenza	0	0			
FBE79B12-0E65-4941-B485-46FB5A5785BE	2	Georgia LMSW, Debra T	Depression	0	0			
FBE79B12-0E65-4941-B485-46FB5A5785BE	2	Georgia LMSW, Debra T	92877B4E-A96E-45A4-8734-53D5A6100069	0	0			
FBE79B12-0E65-4941-B485-46FB5A5785BE	2	Georgia LMSW, Debra T	B28AF571-9833-474D-8F35-5BC557C89BEE	0	0			
FBE79B12-0E65-4941-B485-46FB5A5785BE	2	Georgia LMSW, Debra T	Lipid LT 100	0	0			
FBE79B12-0E65-4941-B485-46FB5A5785BE	2	Georgia LMSW, Debra T	FD13C439-E2CC-4D4E-B5B2-67E8A976BB95	0	0			
FBE79B12-0E65-4941-B485-46FB5A5785BE	2	Georgia LMSW, Debra T	9B6F3897-53F0-40EE-BFBC-6DD4162618F8	0	0			
FBE79B12-0E65-4941-B485-46FB5A5785BE	2	Georgia LMSW, Debra T	086B0985-E4AD-43C1-9C22-88CFBE261E3F	0	0			
FBE79B12-0E65-4941-B485-46FB5A5785BE	2	Georgia LMSW, Debra T	61173E6E-083D-4F59-8097-921C8AD4A8F0	0	0			
FBE79B12-0E65-4941-B485-46FB5A5785BE	2	Georgia LMSW, Debra T	D03562F7-FF8A-405C-BCA9-94DEC092F33E	0	0			
FBE79B12-0E65-4941-B485-46FB5A5785BE	2	Georgia LMSW, Debra T	849E7DDB-8DDB-4175-982D-974EFAFB808F	0	0			
FBE79B12-0E65-4941-B485-46FB5A5785BE	2	Georgia LMSW, Debra T	IVD Antithrombotic Neuro	0	0			
FBE79B12-0E65-4941-B485-46FB5A5785BE	2	Georgia LMSW, Debra T	DDF1489B-C3F6-46C3-A403-B5F7D0C9E379	0	0			
FBE79B12-0E65-4941-B485-46FB5A5785BE	2	Georgia LMSW, Debra T	ED87A3EC-8929-4397-B1AB-B6E3460F63E7	0	0			
FBE79B12-0E65-4941-B485-46FB5A5785BE	2	Georgia LMSW, Debra T	6F3C49DB-F20A-40AE-846E-B79DE7343243	0	0			
FBE79B12-0E65-4941-B485-46FB5A5785BE	2	Georgia LMSW, Debra T	D06F1D7A-1E8A-4DAD-8ED0-B95ACFB2F2D4	0	0			
FBE79B12-0E65-4941-B485-46FB5A5785BE	2	Georgia LMSW, Debra T	11E825E0-F8A8-4BEB-8C9A-BD8F4EB33814	0	0			
FBE79B12-0E65-4941-B485-46FB5A5785BE	2	Georgia LMSW, Debra T	LDL Control	0	0			
FBE79B12-0E65-4941-B485-46FB5A5785BE	2	Georgia LMSW, Debra T	5A58F529-B673-4BC7-B686-CB9B3B755778	0	0			
FBE79B12-0E65-4941-B485-46FB5A5785BE	2	Georgia LMSW, Debra T	BD246D76-724D-4CB8-BC0A-D2AD73EB2801	0	0			
FBE79B12-0E65-4941-B485-46FB5A5785BE	2	Georgia LMSW, Debra T	HIV/AIDS	0	0			
FBE79B12-0E65-4941-B485-46FB5A5785BE	2	Georgia LMSW, Debra T	F1670A16-6D8A-4B33-9EC7-E62382F5031B	0	0			
FBE79B12-0E65-4941-B485-46FB5A5785BE	2	Georgia LMSW, Debra T	2F3C6ED6-D3DB-498F-B881-ED9A3A66E476	0	0			
FBE79B12-0E65-4941-B485-46FB5A5785BE	2	Georgia LMSW, Debra T	BD709062-B9D6-406F-BCED-FD892B81ED6E	0	0			
FBE79B12-0E65-4941-B485-46FB5A5785BE	2	Georgia LMSW, Debra T	Chlamydia Screening	0	0			
7CB1FE65-1958-41BD-BCF2-B26AEDA30FA6	2	Gordon MD, Paul H	CAD Antiplatelet	26	22			
7CB1FE65-1958-41BD-BCF2-B26AEDA30FA6	2	Gordon MD, Paul H	CAD Lipid Lowering Drugs	21	7			
7CB1FE65-1958-41BD-BCF2-B26AEDA30FA6	2	Gordon MD, Paul H	Lipid Testing	93	82			
7CB1FE65-1958-41BD-BCF2-B26AEDA30FA6	2	Gordon MD, Paul H	Pneumonia Vaccination	252	190			
7CB1FE65-1958-41BD-BCF2-B26AEDA30FA6	2	Gordon MD, Paul H	Influenza	472	68			
7CB1FE65-1958-41BD-BCF2-B26AEDA30FA6	2	Gordon MD, Paul H	Depression	786	310			
7CB1FE65-1958-41BD-BCF2-B26AEDA30FA6	2	Gordon MD, Paul H	92877B4E-A96E-45A4-8734-53D5A6100069	0	0			
7CB1FE65-1958-41BD-BCF2-B26AEDA30FA6	2	Gordon MD, Paul H	B28AF571-9833-474D-8F35-5BC557C89BEE	55	42			
7CB1FE65-1958-41BD-BCF2-B26AEDA30FA6	2	Gordon MD, Paul H	Lipid LT 100	0	0			
7CB1FE65-1958-41BD-BCF2-B26AEDA30FA6	2	Gordon MD, Paul H	FD13C439-E2CC-4D4E-B5B2-67E8A976BB95	88	88			
7CB1FE65-1958-41BD-BCF2-B26AEDA30FA6	2	Gordon MD, Paul H	9B6F3897-53F0-40EE-BFBC-6DD4162618F8	779	380			
7CB1FE65-1958-41BD-BCF2-B26AEDA30FA6	2	Gordon MD, Paul H	086B0985-E4AD-43C1-9C22-88CFBE261E3F	108	15			
7CB1FE65-1958-41BD-BCF2-B26AEDA30FA6	2	Gordon MD, Paul H	61173E6E-083D-4F59-8097-921C8AD4A8F0	366	365			
7CB1FE65-1958-41BD-BCF2-B26AEDA30FA6	2	Gordon MD, Paul H	D03562F7-FF8A-405C-BCA9-94DEC092F33E	108	105			
7CB1FE65-1958-41BD-BCF2-B26AEDA30FA6	2	Gordon MD, Paul H	849E7DDB-8DDB-4175-982D-974EFAFB808F	161	21			
7CB1FE65-1958-41BD-BCF2-B26AEDA30FA6	2	Gordon MD, Paul H	IVD Antithrombotic Neuro	37	32			
7CB1FE65-1958-41BD-BCF2-B26AEDA30FA6	2	Gordon MD, Paul H	DDF1489B-C3F6-46C3-A403-B5F7D0C9E379	108	82			
7CB1FE65-1958-41BD-BCF2-B26AEDA30FA6	2	Gordon MD, Paul H	ED87A3EC-8929-4397-B1AB-B6E3460F63E7	431	280			
7CB1FE65-1958-41BD-BCF2-B26AEDA30FA6	2	Gordon MD, Paul H	6F3C49DB-F20A-40AE-846E-B79DE7343243	1	0			
7CB1FE65-1958-41BD-BCF2-B26AEDA30FA6	2	Gordon MD, Paul H	D06F1D7A-1E8A-4DAD-8ED0-B95ACFB2F2D4	88	68			
7CB1FE65-1958-41BD-BCF2-B26AEDA30FA6	2	Gordon MD, Paul H	11E825E0-F8A8-4BEB-8C9A-BD8F4EB33814	0	0			
7CB1FE65-1958-41BD-BCF2-B26AEDA30FA6	2	Gordon MD, Paul H	LDL Control	57	24			
7CB1FE65-1958-41BD-BCF2-B26AEDA30FA6	2	Gordon MD, Paul H	5A58F529-B673-4BC7-B686-CB9B3B755778	167	37			
7CB1FE65-1958-41BD-BCF2-B26AEDA30FA6	2	Gordon MD, Paul H	BD246D76-724D-4CB8-BC0A-D2AD73EB2801	229	83			
7CB1FE65-1958-41BD-BCF2-B26AEDA30FA6	2	Gordon MD, Paul H	HIV/AIDS	0	0			
7CB1FE65-1958-41BD-BCF2-B26AEDA30FA6	2	Gordon MD, Paul H	F1670A16-6D8A-4B33-9EC7-E62382F5031B	37	32			
7CB1FE65-1958-41BD-BCF2-B26AEDA30FA6	2	Gordon MD, Paul H	2F3C6ED6-D3DB-498F-B881-ED9A3A66E476	58	0			
7CB1FE65-1958-41BD-BCF2-B26AEDA30FA6	2	Gordon MD, Paul H	BD709062-B9D6-406F-BCED-FD892B81ED6E	151	74			
7CB1FE65-1958-41BD-BCF2-B26AEDA30FA6	2	Gordon MD, Paul H	Chlamydia Screening	0	0			
568CBF97-1812-402E-AB93-DE049F30466F	2	Gray MD, Tonya L	CAD Antiplatelet	11	10			
568CBF97-1812-402E-AB93-DE049F30466F	2	Gray MD, Tonya L	CAD Lipid Lowering Drugs	5	1			
568CBF97-1812-402E-AB93-DE049F30466F	2	Gray MD, Tonya L	Lipid Testing	43	36			
568CBF97-1812-402E-AB93-DE049F30466F	2	Gray MD, Tonya L	Pneumonia Vaccination	91	70			
568CBF97-1812-402E-AB93-DE049F30466F	2	Gray MD, Tonya L	Influenza	478	135			
568CBF97-1812-402E-AB93-DE049F30466F	2	Gray MD, Tonya L	Depression	617	305			
568CBF97-1812-402E-AB93-DE049F30466F	2	Gray MD, Tonya L	92877B4E-A96E-45A4-8734-53D5A6100069	0	0			
568CBF97-1812-402E-AB93-DE049F30466F	2	Gray MD, Tonya L	B28AF571-9833-474D-8F35-5BC557C89BEE	12	7			
568CBF97-1812-402E-AB93-DE049F30466F	2	Gray MD, Tonya L	Lipid LT 100	0	0			
568CBF97-1812-402E-AB93-DE049F30466F	2	Gray MD, Tonya L	FD13C439-E2CC-4D4E-B5B2-67E8A976BB95	43	43			
568CBF97-1812-402E-AB93-DE049F30466F	2	Gray MD, Tonya L	9B6F3897-53F0-40EE-BFBC-6DD4162618F8	597	335			
568CBF97-1812-402E-AB93-DE049F30466F	2	Gray MD, Tonya L	086B0985-E4AD-43C1-9C22-88CFBE261E3F	63	14			
568CBF97-1812-402E-AB93-DE049F30466F	2	Gray MD, Tonya L	61173E6E-083D-4F59-8097-921C8AD4A8F0	139	139			
568CBF97-1812-402E-AB93-DE049F30466F	2	Gray MD, Tonya L	D03562F7-FF8A-405C-BCA9-94DEC092F33E	63	63			
568CBF97-1812-402E-AB93-DE049F30466F	2	Gray MD, Tonya L	849E7DDB-8DDB-4175-982D-974EFAFB808F	70	2			
568CBF97-1812-402E-AB93-DE049F30466F	2	Gray MD, Tonya L	IVD Antithrombotic Neuro	7	7			
568CBF97-1812-402E-AB93-DE049F30466F	2	Gray MD, Tonya L	DDF1489B-C3F6-46C3-A403-B5F7D0C9E379	63	41			
568CBF97-1812-402E-AB93-DE049F30466F	2	Gray MD, Tonya L	ED87A3EC-8929-4397-B1AB-B6E3460F63E7	254	153			
568CBF97-1812-402E-AB93-DE049F30466F	2	Gray MD, Tonya L	6F3C49DB-F20A-40AE-846E-B79DE7343243	1	0			
568CBF97-1812-402E-AB93-DE049F30466F	2	Gray MD, Tonya L	D06F1D7A-1E8A-4DAD-8ED0-B95ACFB2F2D4	43	39			
568CBF97-1812-402E-AB93-DE049F30466F	2	Gray MD, Tonya L	11E825E0-F8A8-4BEB-8C9A-BD8F4EB33814	0	0			
568CBF97-1812-402E-AB93-DE049F30466F	2	Gray MD, Tonya L	LDL Control	12	8			
568CBF97-1812-402E-AB93-DE049F30466F	2	Gray MD, Tonya L	5A58F529-B673-4BC7-B686-CB9B3B755778	176	76			
568CBF97-1812-402E-AB93-DE049F30466F	2	Gray MD, Tonya L	BD246D76-724D-4CB8-BC0A-D2AD73EB2801	371	184			
568CBF97-1812-402E-AB93-DE049F30466F	2	Gray MD, Tonya L	HIV/AIDS	0	0			
568CBF97-1812-402E-AB93-DE049F30466F	2	Gray MD, Tonya L	F1670A16-6D8A-4B33-9EC7-E62382F5031B	7	7			
568CBF97-1812-402E-AB93-DE049F30466F	2	Gray MD, Tonya L	2F3C6ED6-D3DB-498F-B881-ED9A3A66E476	63	0			
568CBF97-1812-402E-AB93-DE049F30466F	2	Gray MD, Tonya L	BD709062-B9D6-406F-BCED-FD892B81ED6E	69	44			
568CBF97-1812-402E-AB93-DE049F30466F	2	Gray MD, Tonya L	Chlamydia Screening	13	10			
40F4B558-46F2-4410-92DF-B851DEDC9326	2	Guy MD, Douglas M	CAD Antiplatelet	0	0			
40F4B558-46F2-4410-92DF-B851DEDC9326	2	Guy MD, Douglas M	CAD Lipid Lowering Drugs	1	0			
40F4B558-46F2-4410-92DF-B851DEDC9326	2	Guy MD, Douglas M	Lipid Testing	26	10			
40F4B558-46F2-4410-92DF-B851DEDC9326	2	Guy MD, Douglas M	Pneumonia Vaccination	0	0			
40F4B558-46F2-4410-92DF-B851DEDC9326	2	Guy MD, Douglas M	Influenza	0	0			
40F4B558-46F2-4410-92DF-B851DEDC9326	2	Guy MD, Douglas M	Depression	0	0			
40F4B558-46F2-4410-92DF-B851DEDC9326	2	Guy MD, Douglas M	92877B4E-A96E-45A4-8734-53D5A6100069	0	0			
40F4B558-46F2-4410-92DF-B851DEDC9326	2	Guy MD, Douglas M	B28AF571-9833-474D-8F35-5BC557C89BEE	0	0			
40F4B558-46F2-4410-92DF-B851DEDC9326	2	Guy MD, Douglas M	Lipid LT 100	0	0			
40F4B558-46F2-4410-92DF-B851DEDC9326	2	Guy MD, Douglas M	FD13C439-E2CC-4D4E-B5B2-67E8A976BB95	0	0			
40F4B558-46F2-4410-92DF-B851DEDC9326	2	Guy MD, Douglas M	9B6F3897-53F0-40EE-BFBC-6DD4162618F8	0	0			
40F4B558-46F2-4410-92DF-B851DEDC9326	2	Guy MD, Douglas M	086B0985-E4AD-43C1-9C22-88CFBE261E3F	0	0			
40F4B558-46F2-4410-92DF-B851DEDC9326	2	Guy MD, Douglas M	61173E6E-083D-4F59-8097-921C8AD4A8F0	0	0			
40F4B558-46F2-4410-92DF-B851DEDC9326	2	Guy MD, Douglas M	D03562F7-FF8A-405C-BCA9-94DEC092F33E	0	0			
40F4B558-46F2-4410-92DF-B851DEDC9326	2	Guy MD, Douglas M	849E7DDB-8DDB-4175-982D-974EFAFB808F	3	0			
40F4B558-46F2-4410-92DF-B851DEDC9326	2	Guy MD, Douglas M	IVD Antithrombotic Neuro	0	0			
40F4B558-46F2-4410-92DF-B851DEDC9326	2	Guy MD, Douglas M	DDF1489B-C3F6-46C3-A403-B5F7D0C9E379	0	0			
40F4B558-46F2-4410-92DF-B851DEDC9326	2	Guy MD, Douglas M	ED87A3EC-8929-4397-B1AB-B6E3460F63E7	0	0			
40F4B558-46F2-4410-92DF-B851DEDC9326	2	Guy MD, Douglas M	6F3C49DB-F20A-40AE-846E-B79DE7343243	0	0			
40F4B558-46F2-4410-92DF-B851DEDC9326	2	Guy MD, Douglas M	D06F1D7A-1E8A-4DAD-8ED0-B95ACFB2F2D4	0	0			
40F4B558-46F2-4410-92DF-B851DEDC9326	2	Guy MD, Douglas M	11E825E0-F8A8-4BEB-8C9A-BD8F4EB33814	0	0			
40F4B558-46F2-4410-92DF-B851DEDC9326	2	Guy MD, Douglas M	LDL Control	16	2			
40F4B558-46F2-4410-92DF-B851DEDC9326	2	Guy MD, Douglas M	5A58F529-B673-4BC7-B686-CB9B3B755778	0	0			
40F4B558-46F2-4410-92DF-B851DEDC9326	2	Guy MD, Douglas M	BD246D76-724D-4CB8-BC0A-D2AD73EB2801	0	0			
40F4B558-46F2-4410-92DF-B851DEDC9326	2	Guy MD, Douglas M	HIV/AIDS	0	0			
40F4B558-46F2-4410-92DF-B851DEDC9326	2	Guy MD, Douglas M	F1670A16-6D8A-4B33-9EC7-E62382F5031B	0	0			
40F4B558-46F2-4410-92DF-B851DEDC9326	2	Guy MD, Douglas M	2F3C6ED6-D3DB-498F-B881-ED9A3A66E476	0	0			
